time,energy,energy_cumulative,energy_lag,glob_irrad_in_diffuse,glob_irrad_total_disc,dew_point,enth,rel_hum,temp
2022-04-24 13:00:00,1027.0,6207130.0,6206103.0,285.45153093552466,285.45153093552466,9.591666666666669,36.43333333333334,59.4,17.333333333333336
2022-04-24 14:00:00,1015.0,6208145.0,6207130.0,231.99815935135138,231.99815935135138,9.68235294117647,37.559999999999995,55.4,18.49375
2022-04-24 15:00:00,1031.0,6209176.0,6208145.0,119.02841559895832,119.02841559895832,7.15,33.3,51.4,17.0
2022-04-24 16:00:00,1019.0,6210195.0,6209176.0,101.90479512903225,101.90479512903225,5.65,31.3,48.4,16.950000000000003
2022-04-24 17:00:00,1003.0,6211198.0,6210195.0,54.97007414414414,54.97007414414414,4.7,29.8,46.4,16.033333333333335
2022-04-24 18:00:00,1015.0,6212213.0,6211198.0,16.18601179245283,16.18601179245283,3.2000000000000006,26.8,,14.625
2022-04-24 19:00:00,1043.0,6213256.0,6212213.0,,,2.35,24.8,44.4,14.2
2022-04-24 20:00:00,1027.0,6214283.0,6213256.0,,,2.0,24.8,,13.625
2022-04-24 21:00:00,1023.0,6215306.0,6214283.0,6.932842045454546,6.932842045454546,1.4000000000000001,23.25,,12.99047619047619
2022-04-24 22:00:00,1003.0,6216309.0,6215306.0,6.948642142857143,6.948642142857143,0.19999999999999998,21.2,,11.5
2022-04-24 23:00:00,1067.0,6217376.0,6216309.0,6.934090000000001,6.934090000000001,0.25,20.97142857142857,46.4,10.880952380952381
2022-04-25 00:00:00,1023.0,6218399.0,6217376.0,6.8792325000000005,6.8792325000000005,-0.3666666666666667,18.9,48.4,9.966666666666667
2022-04-25 01:00:00,1043.0,6219442.0,6218399.0,7.076067352941176,7.076067352941176,-1.3,16.4,50.4,8.025
2022-04-25 02:00:00,1035.0,6220477.0,6219442.0,,,-1.4000000000000001,16.9,52.4,7.699999999999999
2022-04-25 03:00:00,1051.0,6221528.0,6220477.0,,,-0.6,,54.4,7.5
2022-04-25 04:00:00,1095.0,6222623.0,6221528.0,16.063115099999997,16.063115099999997,0.22499999999999998,17.9,56.4,8.225
2022-04-25 05:00:00,1254.0,6223877.0,6222623.0,46.612084914529916,46.612084914529916,0.7285714285714286,19.23333333333333,58.4,8.459999999999999
2022-04-25 06:00:00,1423.0,6225300.0,6223877.0,160.4346510031348,160.4346510031348,3.683333333333333,23.15,60.4,10.849999999999998
2022-04-25 07:00:00,1486.0,6226786.0,6225300.0,246.1421797133758,246.1421797133758,5.963636363636365,27.4375,62.4,12.744444444444445
2022-04-25 08:00:00,1507.0,6228293.0,6226786.0,246.1842617241379,246.1842617241379,9.414285714285715,35.46,,16.623529411764707
2022-04-25 09:00:00,1658.0,6229951.0,6228293.0,283.67543414578586,283.67543414578586,10.071428571428571,37.792307692307695,59.4,18.12857142857143
2022-04-25 10:00:00,1759.0,6231710.0,6229951.0,244.25525079877116,244.25525079877116,8.85,35.89090909090909,56.4,17.842857142857145
2022-04-25 11:00:00,1766.0,6233476.0,6231710.0,276.56061834196885,276.56061834196885,10.322222222222223,39.849999999999994,53.4,19.980000000000004
2022-04-25 12:00:00,1726.0,6235202.0,6233476.0,266.45783039130436,266.45783039130436,10.327586206896553,41.18,50.4,21.254545454545454
2022-04-25 13:00:00,1802.0,6237004.0,6235202.0,215.19880476284584,215.19880476284584,9.004545454545454,38.8764705882353,47.4,20.757894736842108
2022-04-25 14:00:00,1818.0,6238822.0,6237004.0,148.83202940898343,148.83202940898343,5.257142857142857,31.34444444444445,,17.400000000000002
2022-04-25 15:00:00,1559.0,6240381.0,6238822.0,145.72794511688312,145.72794511688312,6.319999999999999,33.46,44.4,18.700000000000003
2022-04-25 16:00:00,1406.0,6241787.0,6240381.0,85.86095681818182,85.86095681818182,5.844444444444445,33.0,,17.983333333333334
2022-04-25 17:00:00,1239.0,6243026.0,6241787.0,34.61539711864407,34.61539711864407,3.75,29.1,,16.566666666666666
2022-04-25 18:00:00,1043.0,6244069.0,6243026.0,9.2171674,9.2171674,3.0,26.600000000000005,,14.8
2022-04-25 19:00:00,1055.0,6245124.0,6244069.0,,,2.1,24.1,46.4,13.3
2022-04-25 20:00:00,1023.0,6246147.0,6245124.0,,,2.0,,48.4,12.65
2022-04-25 21:00:00,1003.0,6247150.0,6246147.0,7.39067794117647,7.39067794117647,2.8,24.1,50.4,12.3
2022-04-25 22:00:00,979.0,6248129.0,6247150.0,,,,,52.4,11.65
2022-04-25 23:00:00,995.0,6249124.0,6248129.0,,,,,55.4,11.1
2022-04-26 00:00:00,975.0,6250099.0,6249124.0,,,3.566666666666667,,58.4,11.5
2022-04-26 01:00:00,979.0,6251078.0,6250099.0,6.9066600000000005,6.9066600000000005,3.933333333333333,23.600000000000005,60.4,11.185714285714285
2022-04-26 02:00:00,995.0,6252073.0,6251078.0,,,4.683333333333334,24.6,62.4,11.05
2022-04-26 03:00:00,991.0,6253064.0,6252073.0,6.897999473684211,6.897999473684211,4.45,24.566666666666666,64.4,10.940000000000001
2022-04-26 04:00:00,1047.0,6254111.0,6253064.0,6.981840287769784,6.981840287769784,5.0625,24.900000000000002,,11.2125
2022-04-26 05:00:00,1155.0,6255266.0,6254111.0,29.01527813953488,29.01527813953488,,23.6,66.4,10.366666666666667
2022-04-26 06:00:00,1371.0,6256637.0,6255266.0,69.48155150326798,69.48155150326798,5.237500000000001,24.900000000000002,,10.83
2022-04-26 07:00:00,1690.0,6258327.0,6256637.0,173.67115502762434,173.67115502762434,6.1499999999999995,26.615384615384617,,11.850000000000001
