"Time","sensor-readings.reading"
1650948292000,10.1
1650950842000,10.5
1650951276000,10.1
1650952132000,10.5
1650952327000,10.8
1650952431000,11.1
1650952777000,11.5
1650953092000,11.1
1650953151000,10.8
1650953272000,10.5
1650953646000,10.8
1650954532000,11.1
1650954652000,11.5
1650954742000,11.8
1650955177000,11.5
1650955326000,11.1
1650955417000,10.8
1650955702000,11.1
1650955852000,11.5
1650955957000,11.8
1650956167000,12.1
1650956256000,12.5
1650956526000,12.1
1650956587000,11.7
1650956647000,11.4
1650957186000,11.7
1650957322000,12.1
1650957397000,12.5
1650957441000,12.9
1650957501000,13.2
1650958252000,12.8
1650958327000,12.5
1650958537000,12.8
1650959346000,12.5
1650959527000,12.1
1650960126000,12.5
1650960321000,12.8
1650960472000,12.5
1650960877000,12.1
1650961177000,12.5
1650961912000,12.8
1650962001000,13.1
1650962241000,12.8
1650963277000,13.1
1650963487000,12.8
1650963936000,13.1
1650965002000,13.5
1650965361000,13.8
1650966021000,14.1
1650966442000,14.5
1650966501000,14.8
1650966697000,14.5
1650966862000,14.8
1650967221000,14.5
1650967551000,14.1
1650968527000,13.8
1650968857000,13.5
1650969022000,13.1
1650969366000,13.5
1650969456000,13.8
1650969621000,14.1
1650970071000,14.5
1650970326000,14.1
1650971242000,14.5
1650971467000,14.1
1650971677000,14.5
1650971781000,14.8
1650972546000,14.5
1650973431000,14.1
1650974106000,14.5
1650974211000,14.8
1650974527000,14.5
1650974721000,14.1
1650975411000,14.5
1650976521000,14.8
1650976626000,15.1
1650976761000,15.5
1650977031000,15.1
1650978066000,15.5
1650978231000,15.8
1650978321000,16.1
1650978531000,16.8
1650978906000,16.2
1650979011000,15.8
1650979087000,15.5
1650979356000,15.8
1650979476000,16.1
1650979776000,15.8
1650979896000,15.5
1650980121000,15.1
1650980436000,15.5
1650980931000,15.8
1650981021000,16.1
1650981126000,15.8
1650981186000,15.4
1650981261000,15
1650981381000,14.6
1650981441000,14.3
1650981621000,14
1650982641000,14.3
1650983061000,14.6
1650983631000,14.3
1650985431000,14
1650985656000,13.6
1650985836000,13.3
1650986076000,13
1650986571000,12.6
1650988836000,13
1650989346000,12.6
1650989826000,12.3
1650991896000,12
1650992466000,12.3
1650994101000,12
1650995751000,11.6
1650997206000,11.3
1650998031000,11.6
1650998721000,12
1651000371000,11.6
1651000701000,11.3
1651002291000,11
1651005201000,10.6
1651005336000,10.3
1651005456000,10
1651005801000,9.6
1651006011000,9.3
1651006401000,9
1651007961000,8.6
1651014771000,9.2
1651016676000,8.9
1651020426000,9.2
1651021206000,8.9
1651022526000,8.2
1651023411000,7.5
1651024911000,7.8
1651025406000,8.2
1651026336000,7.5
1651027761000,7.8
1651027956000,7.5
1651028151000,7.8
1651028421000,8.2
1651028556000,8.6
1651031886000,9.2
1651032156000,8.9
1651032426000,9.2
1651033146000,8.9
1651033911000,8.2
1651034886000,8.6
1651035321000,9.2
1651036086000,9.6
1651036251000,10
1651036371000,10.3
1651036596000,10
1651038186000,9.6
1651040046000,10
1651040151000,10.3
1651040361000,10
1651040466000,9.6
1651040571000,9.3
1651040706000,9
1651040991000,9.3
1651041261000,9.6
1651041501000,9.3
1651041741000,9.6
1651041906000,10
1651041996000,10.3
1651042071000,10.6
1651042671000,10.3
1651042791000,10
1651042896000,9.6
1651043031000,9.3
1651043421000,9.6
1651043511000,10
1651043571000,10.3
1651043721000,10.6
1651043841000,10.3
1651043916000,10
1651044366000,10.3
1651044456000,10.6
1651044621000,11
1651044936000,10.6
1651045086000,10.3
1651045161000,10
1651045686000,9.6
1651046361000,9.3
1651047081000,9.6
1651047606000,9.3
1651048536000,9
1651049121000,9.3
1651050036000,9.6
1651050921000,10
1651051431000,10.3
1651051551000,10.6
1651052421000,11
1651052991000,11.3
1651053081000,11.6
1651053666000,12
1651054191000,12.3
1651054296000,12.6
1651054731000,12.3
1651055466000,12.6
1651055976000,13
1651056051000,13.3
1651056651000,13
1651056921000,13.3
1651057836000,13.6
1651058391000,14
1651058541000,13.6
1651058631000,13.3
1651058721000,13
1651058901000,12.6
1651059171000,13
1651059231000,13.3
1651059411000,13.6
1651059921000,14
1651060086000,14.3
1651060386000,14.6
1651060641000,14.3
1651060986000,14
1651061316000,14.3
1651061421000,14
1651061736000,13.6
1651062201000,14
1651062426000,13.6
1651062891000,13.3
1651063026000,13
1651063971000,13.3
1651064196000,13
1651064286000,12.6
1651064586000,12.3
1651064931000,12
1651065111000,11.6
1651065276000,11.3
1651065576000,11.6
1651065756000,11.3
1651066101000,11
1651066761000,10.6
1651067226000,10.3
1651067556000,10
1651068051000,10.3
1651068831000,10
1651069791000,9.6
1651070976000,10
1651072101000,9.6
1651073316000,9.3
1651074351000,9.6
1651075116000,10
1651076706000,10.3
1651077021000,10.6
1651079556000,11
1651080306000,10.6
1651082361000,10.3
1651083111000,10
1651086517000,9.6
1651089006000,9.3
1651089877000,9
1651091767000,8.6
1651095456000,8.2
1651099387000,7.5
1651100527000,7.8
1651103167000,8.2
1651104187000,7.5
1651108716000,7.1
1651111191000,6.7
1651112151000,7.1
1651112571000,6.7
1651115226000,6.3
1651115286000,6
1651115391000,5.6
1651115541000,5.2
1651115886000,5.6
1651116126000,6
1651117566000,6.3
1651117926000,6
1651118571000,5.6
1651119741000,6
1651119906000,6.3
1651120626000,6.7
1651120986000,7.1
1651122171000,7.5
1651122801000,7.8
1651122921000,8.2
1651123101000,8.6
1651123836000,9.2
1651124481000,9.6
1651124631000,10
1651124811000,10.3
1651125081000,10.6
1651125561000,11
1651126116000,11.3
1651126266000,11.6
1651126626000,12
1651126716000,12.3
1651127721000,12.6
1651128021000,13
1651128261000,13.3
1651128426000,13.6
1651129206000,14
1651129266000,14.3
1651129596000,14
1651130076000,14.3
1651130166000,14.6
1651130511000,14.3
1651130646000,14.6
1651131171000,14.3
1651131306000,14
1651131561000,14.3
1651131726000,14.6
1651132371000,15
1651132671000,14.6
1651133046000,15
1651133121000,15.3
1651133316000,15.6
1651133466000,16
1651133706000,15.6
1651134036000,16
1651134126000,16.6
1651134606000,16.3
1651135041000,15.6
1651135671000,15.3
1651136301000,15
1651136856000,14.6
1651137141000,15
1651137261000,15.3
