"Time","sensor-readings.reading"
1651306236000,32.9
1651306566000,34.2
1651306626000,35.3
1651306701000,36.4
1651307151000,35.4
1651307286000,34.4
1651307421000,33.4
1651307616000,34.4
1651307976000,33.4
1651308546000,34.4
1651310226000,35.4
1651310361000,36.5
1651310661000,35.5
1651310841000,34.5
1651311516000,35.5
1651311621000,36.5
1651311801000,37.5
1651312131000,38.6
1651312341000,37.6
1651312536000,36.6
1651312896000,35.6
1651313136000,36.6
1651313841000,35.6
1651314216000,36.6
1651314531000,37.6
1651314921000,36.6
1651315236000,35.6
1651316166000,36.6
1651316271000,37.6
1651316376000,38.7
1651316541000,37.7
1651316661000,36.7
1651316826000,35.7
1651317081000,36.8
1651317156000,37.8
1651317291000,36.7
1651317336000,35.7
1651317726000,34.7
1651318986000,35.8
1651319061000,36.9
1651319151000,38
1651319301000,37
1651319526000,36
1651320021000,37
1651320141000,38.2
1651320576000,37.2
1651320861000,38.2
1651321311000,37.2
1651321971000,38.2
1651322076000,39.3
1651322166000,40.3
1651322421000,39.2
1651322481000,38.2
1651322571000,37
1651323036000,36
1651323486000,37.3
1651323696000,38.3
1651323981000,37.2
1651324071000,36.2
1651324131000,35
1651324731000,36
1651324806000,37
1651324956000,38
1651325241000,37
1651325571000,35.9
1651326036000,34.8
1651326171000,33.7
1651326951000,34.9
1651327056000,36
1651327131000,37
1651327431000,36
1651328316000,34.9
1651328406000,33.9
1651328466000,32.9
1651330986000,33.9
1651331166000,32.9
1651332351000,31.8
1651334706000,32.8
1651335876000,31.8
1651336791000,32.8
1651337226000,31.8
1651337496000,30.8
1651338066000,31.8
1651338471000,30.7
1651339446000,29.7
1651339896000,28.7
1651340646000,27.7
1651341591000,26.7
1651342926000,25.7
1651344726000,24.7
1651345551000,23.7
1651346661000,22.7
1651347066000,21.7
1651348341000,20.7
1651350426000,19.7
1651352991000,18.7
1651359606000,17.7
1651370871000,18.7
1651373226000,19.7
1651379632000,20.7
1651380216000,21.7
1651380621000,22.7
1651381161000,23.7
1651382361000,24.7
1651382902000,23.7
1651384432000,22.7
1651385797000,23.7
1651386231000,24.7
1651386606000,25.8
1651387537000,26.8
1651387896000,25.8
1651389607000,24.8
1651390191000,23.8
1651392366000,24.8
1651392712000,25.8
1651396191000,26.8
1651397542000,25.8
1651399056000,26.8
1651399387000,27.8
1651399837000,28.8
1651399986000,29.8
1651400647000,30.8
1651400721000,31.8
1651400961000,30.8
1651401127000,29.8
1651401817000,30.8
1651402446000,31.8
1651402626000,30.8
1651403407000,31.9
1651403556000,33
1651403707000,34
1651404546000,35.2
1651404786000,36.3
1651404981000,35.3
1651405342000,34.3
1651405461000,33.2
1651405731000,34.2
1651406751000,35.3
1651406872000,36.3
1651407441000,37.3
1651408341000,38.3
1651408401000,39.3
1651409031000,38.3
1651409346000,39.3
1651409407000,40.5
1651409482000,41.5
1651409541000,42.5
1651409856000,41.4
1651410142000,42.5
1651410246000,43.5
1651410531000,42.4
1651411266000,41.4
1651411521000,42.4
1651411746000,41.4
1651412991000,40.3
1651413081000,39.2
1651413216000,38.2
1651413757000,37.2
1651414296000,38.3
1651414836000,37.3
1651415167000,36.3
1651415707000,37.4
1651415766000,38.4
1651415841000,39.5
1651415932000,40.6
1651416426000,39.6
1651416576000,38.6
1651417026000,37.6
1651417491000,36.6
1651418287000,35.5
1651418346000,34.5
1651418436000,33.4
1651418527000,32.4
1651418736000,31.3
1651419022000,30.3
1651420626000,31.3
1651421016000,30.3
1651421616000,29.3
1651421841000,28.3
1651423416000,27.3
1651430541000,26.3
1651443231000,27.3
1651444341000,26.3
1651456566000,27.3
1651456806000,28.3
1651458081000,27.2
1651458861000,26.2
1651460001000,25.2
1651463016000,26.2
1651465971000,27.2
1651468956000,28.2
1651469421000,29.2
1651469601000,30.2
1651470201000,29.2
1651470501000,30.2
1651471236000,31.2
1651473456000,30.2
1651474086000,31.2
1651475586000,30.2
1651476771000,31.2
1651477836000,32.2
1651478031000,33.2
